type,green_percent,area,gyrate,contig,enn
Type 1,-0.3557080347896739,-0.4031716198505963,-0.3781978578791507,-0.2918636808415767,0.5672620415405437
Type 2,2.1249082495986373,3.2074122720698703,2.6778639584700272,2.214187275532004,-0.9065980081668191
Type 3,0.9012279858607138,0.33823468544912494,0.7347289764017509,0.8690100424066164,0.006297567819456488
Type 4,-0.883686376601302,-0.5140117866538125,-0.8285493089291476,-1.0092714988700695,-0.9061459282798306
