type,green_percent,area,gyrate,contig,enn
Type 1,6.737214636018131,0.011820831508271058,2.917503774208064,0.13339693482207327,8.841795154810887
Type 2,75.50212020927184,0.7040793546847895,34.46741764711076,0.8532068330558998,1.5371655278426184
Type 3,34.38054698235435,0.13776199249564897,15.982772512332977,0.5579101369008852,13.300097827456716
Type 4,12.236156993457444,0.05285618723993411,8.752000518380957,0.3906282642490297,49.20437279914221
