type,flood_share,np_flood,flood_cohesion,flood_clumpy,flood_lpi
Type 1,0.11766258009071955,2.0498382652449982,73.27037910915469,0.8108428651449082,9.533459590721817
Type 2,7.934076857862493e-4,0.24121146565711196,1.0536782891943033,0.02156219195552218,0.05832344344917211
Type 3,0.6528837817198113,1.6913417052214144,97.71149884514574,0.8043399893118467,62.33195286891874
Type 4,0.16798126729125068,5.001825928180158,74.60834886754175,0.6770026852403954,9.944613577781759
