type,green_percent,area,gyrate,contig,enn
Type 1,-0.40240553661766054,-0.48901491564310307,-0.48403707214190606,-0.2550953627987335,0.9789800823508976
Type 2,-1.079082187879441,-0.718602622997947,-1.272479374368518,-1.6558622473020446,-0.8028168449650069
Type 3,0.20663615344221314,-0.02268098680831592,0.36813758276046155,0.5025014106593395,-0.18245877169309138
Type 4,1.9036134610776443,2.390707294299364,1.846824789021284,1.3427722896814054,-0.7871735092083435
