type,flood_share,np_flood,flood_cohesion,flood_clumpy,flood_lpi
Type 1,-0.3213834970924188,0.006829021364074849,0.30830206318007364,0.5628649465409844,-0.31650100250580965
Type 2,1.7875601466030542,-0.27975115700924436,0.9207847635896668,0.48017183422297677,1.830966223538478
Type 3,-0.1502011848693919,1.8010478235160277,0.32596004918919774,0.18734858158304757,-0.32189278833071533
Type 4,-0.8078337958633924,-1.1024630473328294,-1.7299314503612762,-1.7753743967121267,-0.7296258867465311
