type,green_percent,area,gyrate,contig,enn
Type 1,17.627320257753727,0.057452242411396216,9.851559375807858,0.44914659822502234,29.76817233974176
Type 2,0.4868054854806631,0.0035805657783105544,1.2639146875826344,0.07457111479524901,0.6281781802051972
Type 3,33.054611957467955,0.1668753073771448,19.133371282583997,0.6517336102413108,10.77368373969457
Type 4,76.03978745524665,0.7331655263433479,35.239103175116824,0.8764282929923592,0.8840135706453468
