type,flood_share,np_flood,flood_cohesion,flood_clumpy,flood_lpi
Type 1,0.06940010034141486,2.2936487528927745,64.43560640429541,0.7507540876192945,5.42817145271908
Type 2,0.1869280315566355,4.970036319612591,77.90261918338756,0.6959745129081667,11.252204701982762
Type 3,0.5446275754106997,2.209737827715356,96.12873775065705,0.8048996631421463,49.16165354249017
Type 4,7.405395744677292e-4,0.23709239130434784,0.44014884667499776,0.005945209599464743,0.05467576457471864
