type,flood_share,np_flood,flood_cohesion,flood_clumpy,flood_lpi
Type 1,0.13098887137378537,1.9244523915958873,75.60778070044121,0.8312084941536714,10.965255393736912
Type 2,0.6973656215005599,1.4606382978723405,98.28200360530663,0.801886702818924,67.80590005599105
Type 3,0.1769614994076832,4.828295819935692,76.26148260998757,0.6980557781966729,10.822541885259774
Type 4,3.4804550831886026e-4,0.1291248206599713,0.15199886807645452,0.002102366790770315,0.030380830124090714
