type,flood_share,np_flood,flood_cohesion,flood_clumpy,flood_lpi
Type 1,-0.8487308401485142,-1.3398599752641605,-1.9666405391777912,-2.141652738225959,-0.7066263086083658
Type 2,0.13511393080258755,1.071761329571237,0.4425870071389564,0.22650269803963258,-0.06476513086581935
Type 3,-0.48741253398523643,-0.29124137559024216,0.022039482654797684,0.4131307207734913,-0.39969420056466953
Type 4,2.0232317866960363,-0.33499860147041555,1.0085926091549144,0.5989010324902585,2.1074086446638707
